;Unnamed: 0;Submitby Date Time;Tc Direct Project ID;Challenge Manager;Challenge Copilot;Posting Date Date;Track;Technology List;Duration;Num Valid Submissions;First Place Prize;Num Appeals;Num Checkpoint Submissions;Num Registrations;Num Submissions;Num Submissions Passed Review;Num Successful Appeals;Num Valid Checkpoint Submissions;Contest Prizes Total;Copilot Cost;Total Prize
2790;2791;2018-02-22 06:02:26;15829;AAAAAAAAAH;AAAAAAAAAO;2018-02-16;Develop;ReactJS;16073;3;US$1.400,00;0;0;34;3;1;0;0;US$2.160,00;US$0,00;US$2.100,00
2791;2792;2018-02-22 10:40:31;16229;AAAAAAAAAH;AAAAAAAAAP;2018-02-17;Develop;ReactJS;11857;2;US$1.600,00;0;0;37;2;1;0;0;US$2.788,00;US$600,00;US$2.400,00
2792;2793;2018-02-22 15:14:13;15939;AAAAAAAADK;AAAAAAAAAP;2018-02-16;Develop;ReactJS;11349;1;US$700,00;0;0;28;1;1;0;0;US$1.552,00;US$600,00;US$1.050,00
2793;2794;2018-02-21 22:57:12;16205;AAAAAAAAAH;AAAAAAAAAK;2018-02-03;Design;0;31402;8;US$1.700,00;0;11;41;9;8;0;10;US$4.100,00;US$600,00;US$3.450,00
2794;2795;2018-02-21 09:02:14;15829;AAAAAAAAAH;AAAAAAAAAO;2018-02-16;Develop;Node.js,PostgreSQL;10104;4;US$1.000,00;0;0;24;4;4;0;0;US$2.743,50;US$600,00;US$1.500,00
2795;2796;2018-02-21 09:07:00;11626;AAAAAAAAAH;AAAAAAAAAT;2018-02-12;Develop;Cognitive,IBM Cloud,IBM Cognitive,IBM Watson,JavaScript,Node.js;15840;5;US$1.300,00;0;0;67;5;4;0;0;US$4.988,00;US$600,00;US$3.500,00
2796;2797;2018-02-21 03:24:55;14649;AAAAAAAAAH;AAAAAAAAAG;2018-02-16;Develop;.NET,ASP.NET Core,C#,JavaScript;8987;5;US$1.700,00;0;0;24;5;4;0;0;US$4.842,00;US$600,00;US$2.950,00
2797;2798;2018-02-21 07:00:18;16357;AAAAAAAAAH;AAAAAAAAAD;2018-02-12;Design;0;14492;5;US$1.700,00;0;10;35;7;5;0;9;US$3.900,00;US$600,00;US$3.250,00
2798;2799;2018-02-21 15:13:41;15939;AAAAAAAADK;AAAAAAAAAP;2018-02-16;Develop;ReactJS;10084;2;US$800,00;0;0;29;2;2;0;0;US$2.168,00;US$600,00;US$1.200,00
2799;2800;2018-02-20 08:02:37;16095;AAAAAAAAAH;AAAAAAAAAQ;2018-02-05;Design;0;31976;6;US$1.700,00;0;10;42;6;6;0;10;US$3.900,00;US$600,00;US$3.250,00
2800;2801;2018-02-20 10:00:05;15508;AAAAAAAAAH;AAAAAAAACC;2018-02-17;QA;QA;7961;12;US$600,00;0;0;59;12;9;0;0;US$1.965,00;US$600,00;US$1.100,00
2801;2802;2018-02-20 10:33:54;15299;AAAAAAAAAH;AAAAAAAAAA;2018-02-14;Develop;CSS,HTML5,JavaScript;14419;4;US$1.300,00;0;0;56;5;1;0;0;US$2.584,00;US$600,00;US$1.950,00
2802;2803;2018-02-19 09:08:43;11626;AAAAAAAAAH;AAAAAAAAAT;2018-02-09;Develop;Cognitive,IBM Cloud,IBM Cognitive,IBM Watson,JavaScript,Node.js;16324;5;US$0,00;0;0;42;5;5;0;0;US$300,00;US$300,00;US$0,00
2803;2804;2018-02-19 20:00:58;16338;AAAAAAAAAH;AAAAAAAAAP;2018-02-16;Develop;Mobile,Swift,iOS;8641;4;US$1.000,00;0;0;26;4;4;0;0;US$3.060,00;US$600,00;US$1.800,00
2804;2805;2018-02-19 14:10:08;14964;AAAAAAAAAH;AAAAAAAAAG;2018-02-14;Develop;API,JSON,Other,Python,REST;12239;4;US$1.600,00;0;0;52;4;3;0;0;US$4.056,00;US$600,00;US$2.400,00
2805;2806;2018-02-19 20:00:40;16402;AAAAAAAAAH;AAAAAAAAAQ;2018-02-16;Design;0;46037;24;US$2.000,00;0;0;35;24;24;0;0;US$7.200,00;US$600,00;US$5.750,00
2806;2807;2018-02-19 09:08:22;16229;AAAAAAAAAH;AAAAAAAAAP;2018-02-13;Develop;API,Java,REST,Spring;10728;2;US$1.600,00;0;0;61;2;1;0;0;US$2.936,00;US$600,00;US$2.800,00
2807;2808;2018-02-19 01:01:35;8943;AAAAAAAADY;AAAAAAAAAH;2018-02-16;Develop;Other;0;2;US$0,00;0;0;11;2;2;0;0;US$0,00;US$0,00;US$0,00
2808;2809;2018-02-18 17:29:24;11869;AAAAAAAAAH;AAAAAAAAAE;2018-02-13;Develop;C++;11528;4;US$1.300,00;0;0;25;4;3;0;0;US$3.408,00;US$600,00;US$1.950,00
2810;2811;2018-02-17 09:04:05;16325;AAAAAAAAAH;AAAAAAAAAC;2018-02-04;Design;0;28259;7;US$1.700,00;0;10;38;7;7;0;10;US$3.900,00;US$600,00;US$3.250,00
2811;2812;2018-02-17 10:55:33;13078;AAAAAAAAAH;AAAAAAAAAK;2018-02-12;Develop;Angular 2+,CSS,HTML5,JavaScript;15036;3;US$1.400,00;0;0;46;3;3;0;0;US$3.530,00;US$600,00;US$2.100,00
2812;2813;2018-02-17 06:00:38;16237;AAAAAAAADR;AAAAAAAAAL;2018-02-11;Develop;Android,Ionic;11506;4;US$800,00;0;0;43;4;1;0;0;US$1.928,00;US$600,00;US$1.200,00
2813;2814;2018-02-16 09:08:31;11626;AAAAAAAAAH;AAAAAAAAAT;2018-02-09;Develop;Cognitive,IBM Cognitive,IBM Watson,Other;11558;11;US$600,00;0;0;51;11;11;0;0;US$2.516,00;US$600,00;US$1.100,00
2814;2815;2018-02-15 20:02:59;16364;AAAAAAAAAH;AAAAAAAACC;2018-02-13;QA;HTML;18794;26;US$600,00;0;0;308;26;14;0;0;US$2.292,50;US$600,00;US$1.100,00
2815;2816;2018-02-15 15:12:25;16354;AAAAAAAAAH;AAAAAAAAAC;2018-02-12;Design;0;11068;25;US$2.000,00;0;0;45;25;25;0;0;US$6.500,00;US$300,00;US$5.750,00
2816;2817;2018-02-15 01:14:27;15509;AAAAAAAAAH;AAAAAAAAAG;2018-02-07;Develop;Angular 2+,JSON,JavaScript,Oracle 10g,REST;12806;1;US$1.700,00;0;0;40;1;1;0;0;US$2.912,00;US$600,00;US$2.550,00
2817;2818;2018-02-15 23:38:14;16359;AAAAAAAAFE;AAAAAAAAAS;2018-02-09;Develop;Angular 2+,Bootstrap,CSS,HTML5;15240;3;US$1.400,00;0;0;41;3;3;0;0;US$3.320,00;US$600,00;US$2.100,00
2818;2819;2018-02-15 21:57:14;16338;AAAAAAAAAH;AAAAAAAAAP;2018-02-12;QA;QA;5627;6;US$500,00;0;0;35;6;6;0;0;US$1.277,00;US$600,00;US$627,00
2819;2820;2018-02-15 09:06:23;15995;AAAAAAAADM;AAAAAAAAAP;2018-02-08;Data Science;C,Data Science;16320;5;US$1.600,00;0;0;38;5;3;0;0;US$4.216,00;US$600,00;US$2.400,00
2820;2821;2018-02-14 09:34:49;15509;AAAAAAAAAH;AAAAAAAAAO;2018-02-08;Develop;Java;12517;3;US$1.600,00;0;0;36;3;2;0;0;US$3.896,00;US$600,00;US$2.400,00
2821;2822;2018-02-13 09:07:29;16239;AAAAAAAAAH;AAAAAAAAAE;2018-02-08;Develop;C++,Java;11521;2;US$1.200,00;0;0;26;2;1;0;0;US$2.352,00;US$600,00;US$1.800,00
2822;2823;2018-02-13 18:09:51;15939;AAAAAAAAAH;AAAAAAAAAP;2018-02-07;Develop;JavaScript,ReactJS;0;0;US$1.200,00;0;0;27;0;0;0;0;US$0,00;US$0,00;US$1.800,00
2823;2824;2018-02-13 09:02:29;11869;AAAAAAAAAH;AAAAAAAAAE;2018-02-07;Develop;C++;0;0;US$1.800,00;0;0;16;0;0;0;0;US$0,00;US$0,00;US$2.700,00
2824;2825;2018-02-13 12:09:19;16229;AAAAAAAAAH;AAAAAAAAAP;2018-02-05;Develop;Mobile,Swift;14253;1;US$1.600,00;0;0;22;1;1;0;0;US$2.776,00;US$600,00;US$2.400,00
2825;2826;2018-02-13 10:09:44;14964;AAAAAAAAAH;AAAAAAAAAQ;2018-02-08;Develop;Angular 2+,CSS,JavaScript;15379;4;US$1.400,00;0;0;36;4;2;0;0;US$3.488,00;US$600,00;US$2.100,00
2826;2827;2018-02-13 02:04:46;15509;AAAAAAAAAH;AAAAAAAAAG;2018-02-08;Develop;API,JSON,Java,REST;10019;1;US$1.800,00;0;0;32;1;0;0;0;US$648,00;US$0,00;US$2.700,00
2827;2828;2018-02-13 03:35:44;14649;AAAAAAAAAH;AAAAAAAAAG;2018-02-07;Develop;.NET,ASP.NET Core;11348;5;US$1.800,00;0;0;29;5;4;0;0;US$4.668,00;US$600,00;US$2.700,00
2828;2829;2018-02-13 07:02:25;16240;AAAAAAAAAH;AAAAAAAAAD;2018-02-01;Design;0;19473;6;US$1.300,00;0;9;32;6;6;0;9;US$3.150,00;US$600,00;US$2.500,00
2829;2830;2018-02-13 02:05:05;15509;AAAAAAAAAH;AAAAAAAAAG;2018-02-08;Develop;API,JSON,Java,REST;10313;2;US$1.400,00;0;0;34;2;1;0;0;US$2.618,24;US$600,00;US$2.100,00
2830;2831;2018-02-12 20:04:59;16348;AAAAAAAAAH;AAAAAAAAAS;2018-02-09;Design;0;18535;21;US$2.000,00;0;0;35;21;21;0;0;US$6.800,00;US$600,00;US$5.750,00
2831;2832;2018-02-12 09:02:59;11626;AAAAAAAAAH;AAAAAAAAAT;2018-02-05;Develop;Cognitive,IBM Cloud,IBM Cognitive,IBM Watson,JavaScript,Node.js;14388;6;US$1.300,00;0;0;66;6;0;0;0;US$1.118,00;US$0,00;US$3.500,00
2833;2834;2018-02-12 15:02:25;11626;AAAAAAAAAH;AAAAAAAAAT;2018-02-02;Develop;Cognitive,IBM Cloud,IBM Cognitive,IBM Watson,JavaScript,Node.js;14531;9;US$0,00;0;0;58;9;9;0;0;US$300,00;US$300,00;US$0,00
2834;2835;2018-02-12 09:02:25;16171;AAAAAAAAAH;AAAAAAAAAN;2018-01-29;Design;0;24061;6;US$1.700,00;0;11;34;7;6;0;11;US$4.100,00;US$700,00;US$3.250,00
2835;2836;2018-02-11 12:04:11;16229;AAAAAAAAAH;AAAAAAAAAP;2018-02-05;Develop;Android,Java,Mobile;12938;3;US$1.600,00;0;0;38;3;1;0;0;US$3.096,00;US$600,00;US$2.400,00
2836;2837;2018-02-11 08:01:11;15600;AAAAAAAAAH;AAAAAAAAAQ;2018-01-22;Design;0;34124;6;US$1.700,00;0;9;29;6;6;0;9;US$3.900,00;US$600,00;US$3.250,00
2837;2838;2018-02-11 09:08:24;16239;AAAAAAAAAH;AAAAAAAAAE;2018-02-05;Develop;C++;12943;3;US$1.500,00;0;0;19;3;2;0;0;US$3.690,00;US$600,00;US$2.250,00
2838;2839;2018-02-11 14:07:45;14964;AAAAAAAADL;AAAAAAAAAG;2018-02-06;Develop;JSON,Python,REST;11461;3;US$1.600,00;0;0;47;3;3;0;0;US$3.896,00;US$600,00;US$2.400,00
2839;2840;2018-02-11 18:30:50;16338;AAAAAAAAAH;AAAAAAAAAP;2018-02-08;Develop;Mobile,Objective C,Swift,iOS;5306;3;US$1.300,00;0;0;32;3;1;0;0;US$2.560,00;US$600,00;US$2.100,00
2840;2841;2018-02-10 08:01:13;15600;AAAAAAAAAH;AAAAAAAAAQ;2018-01-28;Design;0;25755;6;US$1.700,00;0;12;40;6;6;0;12;US$3.900,00;US$600,00;US$3.250,00
2841;2842;2018-02-10 17:04:35;16229;AAAAAAAAAH;AAAAAAAAAP;2018-02-02;Develop;API,Java,REST,Spring;14486;2;US$1.600,00;0;0;52;2;2;0;0;US$3.713,92;US$600,00;US$2.400,00
2842;2843;2018-02-10 10:05:13;16339;AAAAAAAAAH;AAAAAAAAAQ;2018-02-07;Design;0;33780;28;US$2.000,00;0;0;42;28;28;0;0;US$6.825,00;US$600,00;US$5.750,00
2843;2844;2018-02-09 07:01:20;16123;AAAAAAAAAH;AAAAAAAAAG;2018-02-06;QA;Other;9671;10;US$500,00;0;0;46;10;4;0;0;US$1.331,00;US$600,00;US$681,00
2844;2845;2018-02-09 07:02:11;15902;AAAAAAAAAH;AAAAAAAAAG;2018-02-07;QA;Other;10422;8;US$500,00;0;0;30;8;4;0;0;US$1.420,00;US$600,00;US$770,00
2845;2846;2018-02-09 23:12:03;15785;AAAAAAAAAH;AAAAAAAAAG;2018-02-04;Develop;Android,Java;10803;3;US$1.600,00;0;0;40;3;1;0;0;US$3.096,00;US$600,00;US$2.400,00
2846;2847;2018-02-09 18:01:58;16229;AAAAAAAAAH;AAAAAAAAAP;2018-02-02;Develop;Angular 2+,Bootstrap,CSS,HTML5,JavaScript,ReactJS;14798;2;US$1.600,00;0;0;52;2;1;0;0;US$3.108,00;US$600,00;US$2.400,00
2847;2848;2018-02-08 03:01:55;16240;AAAAAAAAAH;AAAAAAAAAD;2018-02-03;Develop;API,Heroku,MongoDB,Node.js,REST;10084;6;US$1.000,00;0;0;56;6;4;0;0;US$2.960,00;US$600,00;US$1.500,00
2848;2849;2018-02-08 16:17:35;16229;AAAAAAAAAH;AAAAAAAAAP;2018-02-02;Develop;Angular 2+,Bootstrap,CSS,HTML5,JavaScript,ReactJS;18556;4;US$1.600,00;0;0;41;4;3;0;0;US$3.932,00;US$600,00;US$2.400,00
2849;2850;2018-02-08 12:01:38;16240;AAAAAAAAAH;AAAAAAAAAD;2018-02-02;Develop;Angular 2+,CSS,HTML5,JavaScript;12928;7;US$1.000,00;0;0;36;7;6;0;0;US$3.060,00;US$600,00;US$1.500,00
2850;2851;2018-02-08 18:30:44;16027;AAAAAAAAAH;AAAAAAAAAG;2018-02-01;Develop;Swift,iOS;15414;3;US$1.600,00;0;0;19;3;3;0;0;US$3.404,00;US$600,00;US$2.400,00
2851;2852;2018-02-08 12:06:23;16240;AAAAAAAAAH;AAAAAAAAAD;2018-02-02;Develop;Swift,iOS;12947;5;US$1.000,00;0;0;25;5;3;0;0;US$2.860,00;US$600,00;US$1.500,00
2852;2853;2018-02-08 09:01:40;15829;AAAAAAAAAH;AAAAAAAAAO;2018-02-03;Develop;Node.js;11312;6;US$800,00;0;0;39;6;4;0;0;US$3.288,00;US$600,00;US$1.200,00
2853;2854;2018-02-07 12:21:56;15600;AAAAAAAAAH;AAAAAAAAAT;2018-02-02;Develop;Blockchain,Ethereum,JavaScript,Other;10034;3;US$1.200,00;0;0;29;3;2;0;0;US$3.072,00;US$600,00;US$1.800,00
2854;2855;2018-02-07 12:21:37;15600;AAAAAAAAAH;AAAAAAAAAT;2018-02-02;Develop;Blockchain,Continuous Integration,Docker,Ethereum;10068;1;US$1.200,00;0;0;29;1;1;0;0;US$2.232,00;US$600,00;US$1.800,00
2855;2856;2018-02-07 06:03:14;16125;AAAAAAAAAH;AAAAAAAAAK;2018-01-19;Design;0;41870;5;US$1.300,00;0;8;37;5;5;0;8;US$3.150,00;US$600,00;US$2.500,00
2856;2857;2018-02-07 08:01:12;15829;AAAAAAAAAH;AAAAAAAAAQ;2018-01-26;Design;0;24080;5;US$1.700,00;0;13;38;6;5;0;13;US$3.900,00;US$600,00;US$3.250,00
2857;2858;2018-02-06 11:40:30;15938;AAAAAAAAAH;AAAAAAAAAG;2018-02-02;Develop;Other,PHP;14539;1;US$700,00;0;0;13;1;1;0;0;US$1.426,00;US$600,00;US$1.050,00
2858;2859;2018-02-05 11:14:33;16289;AAAAAAAAAH;AAAAAAAAAP;2018-01-31;Develop;Node.js;9952;1;US$800,00;0;0;29;1;1;0;0;US$1.688,00;US$600,00;US$1.200,00
2859;2860;2018-02-05 17:15:09;16090;AAAAAAAAAH;AAAAAAAAAP;2018-01-31;Develop;Node.js;9911;2;US$1.200,00;0;0;34;2;1;0;0;US$2.352,00;US$600,00;US$1.800,00
2860;2861;2018-02-05 00:09:39;14184;AAAAAAAAAH;AAAAAAAAAA;2018-02-03;Develop;Java,MySQL;4016;1;US$600,00;0;0;26;1;1;0;0;US$1.416,00;US$600,00;US$900,00
2861;2862;2018-02-05 23:15:48;16243;AAAAAAAAGA;AAAAAAAABK;2018-01-30;Develop;Angular 2+,Docker,Node.js;11387;3;US$1.200,00;0;0;39;3;3;0;0;US$3.272,00;US$600,00;US$2.000,00
2862;2863;2018-02-05 10:55:42;15509;AAAAAAAAAH;AAAAAAAAAG;2018-01-29;Develop;JSON,Java,Java Application,REST,Spring;11766;2;US$1.600,00;0;0;58;2;1;0;0;US$2.906,56;US$600,00;US$2.400,00
2863;2864;2018-02-04 08:05:05;15785;AAAAAAAAAH;AAAAAAAAAG;2018-01-29;Develop;Swift,iOS;12921;2;US$1.600,00;0;0;32;2;1;0;0;US$2.936,00;US$600,00;US$2.400,00
2864;2865;2018-02-03 20:59:02;10869;AAAAAAAAAH;AAAAAAAAAA;2018-01-29;Develop;.NET,Angular.js (1.0),C#,REST,SQL Server;7455;1;US$800,00;0;0;31;1;1;0;0;US$1.544,00;US$600,00;US$1.200,00
2865;2866;2018-02-03 13:34:17;15508;AAAAAAAAAH;AAAAAAAAAO;2018-01-26;Develop;Node.js,ReactJS;15443;5;US$430,00;0;0;48;5;4;0;0;US$1.873,79;US$800,00;US$930,00
2866;2867;2018-02-03 09:03:25;16254;AAAAAAAAAH;AAAAAAAAAN;2018-01-23;Design;0;40310;8;US$1.000,00;0;10;30;8;8;0;10;US$2.150,00;US$300,00;US$1.800,00
2867;2868;2018-02-03 09:59:18;15902;AAAAAAAAAH;AAAAAAAAAG;2018-01-29;Develop;JavaScript,Node.js,Other,REST;10021;7;US$1.600,00;0;0;46;7;6;0;0;US$4.536,00;US$600,00;US$2.400,00
2868;2869;2018-02-03 09:36:14;15785;AAAAAAAAAH;AAAAAAAAAG;2018-01-29;Develop;Android,Java;0;0;US$1.600,00;0;0;42;0;0;0;0;US$0,00;US$0,00;US$2.400,00
2869;2870;2018-02-03 05:33:45;9512;AAAAAAAAAH;AAAAAAAAAM;2018-01-29;Develop;Docker,Elasticsearch,Java;10124;2;US$800,00;0;0;32;2;2;0;0;US$2.158,80;US$600,00;US$1.200,00
2871;2872;2018-02-02 11:42:27;13078;AAAAAAAAAH;AAAAAAAAAK;2018-01-25;Develop;Angular 2+,CSS,HTML5,JavaScript;23002;2;US$2.000,00;0;0;43;2;1;0;0;US$3.320,00;US$600,00;US$3.000,00
2872;2873;2018-02-02 21:04:47;16274;AAAAAAAAAH;AAAAAAAAAD;2018-01-28;Develop;JSON,Swift,iOS;10756;2;US$1.600,00;0;0;29;2;2;0;0;US$3.736,00;US$600,00;US$2.400,00
2873;2874;2018-02-02 08:00:30;16267;AAAAAAAAAH;AAAAAAAAAS;2018-01-24;Design;0;18342;4;US$1.300,00;0;8;20;4;4;0;8;US$3.250,00;US$600,00;US$2.500,00
2874;2875;2018-02-02 09:06:08;15838;AAAAAAAAAH;AAAAAAAAAD;2018-01-23;Develop;Angular.js (1.0),CSS,Ionic,JSON,JavaScript;17240;2;US$2.000,00;0;0;45;2;1;0;0;US$3.520,00;US$600,00;US$3.000,00
2875;2876;2018-02-02 09:06:43;16278;AAAAAAAAAH;AAAAAAAAAC;2018-01-30;Design;0;5644;15;US$2.000,00;0;0;39;16;15;0;0;US$6.350,00;US$300,00;US$5.750,00
2876;2877;2018-02-02 16:05:55;16205;AAAAAAAAAH;AAAAAAAAAK;2018-01-31;Design;0;0;0;US$0,00;0;0;17;0;0;0;0;US$0,00;US$0,00;US$0,00
2877;2878;2018-01-31 22:56:56;15913;AAAAAAAAAH;AAAAAAAAAV;2018-01-26;Develop;Angular 2+,Java,PostgreSQL;10059;2;US$1.000,00;0;0;51;2;1;0;0;US$2.060,00;US$600,00;US$1.500,00
2878;2879;2018-01-31 15:48:50;16233;AAAAAAAACG;AAAAAAAACG;2018-01-18;Design;0;27470;10;US$1.000,00;0;4;30;10;10;0;4;US$3.525,00;US$600,00;US$2.850,00
2879;2880;2018-01-31 01:00:47;16237;AAAAAAAADR;AAAAAAAAAD;2018-01-22;Design;0;14608;5;US$1.700,00;0;9;19;6;5;0;7;US$3.900,00;US$600,00;US$3.250,00
2880;2881;2018-01-31 11:00:28;14649;AAAAAAAADL;AAAAAAAAAG;2018-01-24;Develop;CSS,HTML,HTML5,JavaScript;18767;2;US$1.600,00;0;0;34;2;2;0;0;US$3.828,00;US$600,00;US$2.400,00
2881;2882;2018-01-31 06:35:59;16123;AAAAAAAAAH;AAAAAAAAAG;2018-01-26;Develop;Angular 2+,JSON,Java,JavaScript,REST;9763;2;US$1.400,00;0;0;57;2;1;0;0;US$2.644,00;US$600,00;US$2.100,00
2882;2883;2018-01-30 06:05:54;15745;AAAAAAAAAH;AAAAAAAAAK;2018-01-11;Design;0;35704;6;US$1.700,00;0;11;36;7;6;0;9;US$3.900,00;US$600,00;US$3.250,00
2883;2884;2018-01-30 09:07:00;16239;AAAAAAAAAH;AAAAAAAAAE;2018-01-25;Develop;C++,Java;0;0;US$1.100,00;0;0;23;0;0;0;0;US$0,00;US$0,00;US$1.650,00
2884;2885;2018-01-30 06:01:12;16141;AAAAAAAAAH;AAAAAAAAAS;2018-01-18;Design;0;31519;6;US$1.700,00;0;9;30;8;6;0;8;US$3.900,00;US$600,00;US$3.250,00
2885;2886;2018-01-30 10:02:49;14964;AAAAAAAAAH;AAAAAAAAAQ;2018-01-10;Design;0;38392;6;US$1.300,00;0;8;38;6;6;0;8;US$3.150,00;US$600,00;US$2.500,00
2886;2887;2018-01-29 21:29:38;16248;AAAAAAAAAH;AAAAAAAAAN;2018-01-19;Design;0;27295;8;US$1.300,00;0;15;36;8;8;0;14;US$3.150,00;US$600,00;US$2.500,00
2887;2888;2018-01-29 11:40:20;16240;AAAAAAAAAH;AAAAAAAAAD;2018-01-25;Develop;API,REST;10094;9;US$600,00;0;0;30;9;7;0;0;US$2.296,00;US$600,00;US$900,00
2888;2889;2018-01-29 09:07:12;16243;AAAAAAAAGA;AAAAAAAABK;2018-01-25;Develop;Angular 2+;8403;2;US$1.000,00;0;0;23;2;2;0;0;US$2.810,00;US$600,00;US$1.750,00
2889;2890;2018-01-29 09:44:15;15829;AAAAAAAAAH;AAAAAAAAAO;2018-01-24;Develop;Heroku,Node.js,PostgreSQL;11545;3;US$1.400,00;0;0;40;3;3;0;0;US$3.417,36;US$600,00;US$2.100,00
2890;2891;2018-01-29 03:34:42;15617;AAAAAAAAAH;AAAAAAAAAD;2018-01-19;Develop;Angular 2+,CSS,HTML5,JSON,JavaScript;17341;2;US$1.500,00;0;0;61;2;2;0;0;US$3.540,00;US$600,00;US$2.250,00
2891;2892;2018-01-29 15:17:31;16238;AAAAAAAAAH;AAAAAAAAAO;2018-01-24;Develop;Node.js;10080;2;US$1.200,00;0;0;44;2;2;0;0;US$2.952,00;US$600,00;US$1.800,00
2892;2893;2018-01-29 06:02:39;14696;AAAAAAAAAH;AAAAAAAAAL;2018-01-25;QA;Other;11271;4;US$600,00;0;0;37;4;4;0;0;US$1.250,00;US$600,00;US$600,00
2893;2894;2018-01-29 09:02:15;16045;AAAAAAAAAH;AAAAAAAAAD;2018-01-17;Design;0;30132;5;US$1.000,00;0;6;26;6;5;0;6;US$2.450,00;US$600,00;US$1.800,00
2894;2895;2018-01-28 22:57:25;16205;AAAAAAAAAH;AAAAAAAAAK;2018-01-13;Design;0;0;0;US$1.700,00;0;5;34;0;0;0;5;US$0,00;US$0,00;US$3.250,00
2895;2896;2018-01-28 05:23:54;14649;AAAAAAAADL;AAAAAAAAAG;2018-01-21;Develop;CSS,HTML,HTML5,JavaScript;0;2;US$2.000,00;0;0;38;2;0;0;0;US$600,00;US$0,00;US$3.500,00
2897;2898;2018-01-27 20:04:31;9512;AAAAAAAAAH;AAAAAAAAAM;2018-01-22;Develop;Docker,Elasticsearch,Java,SQL;10082;2;US$800,00;0;0;31;2;2;0;0;US$2.168,00;US$600,00;US$1.200,00
2898;2899;2018-01-27 14:06:58;16229;AAAAAAAAAH;AAAAAAAAAP;2018-01-18;Develop;Android,Java,Mobile;16884;3;US$1.600,00;0;0;43;3;1;0;0;US$3.096,00;US$600,00;US$2.400,00
2899;2900;2018-01-27 22:03:51;16212;AAAAAAAAAH;AAAAAAAAAP;2018-01-19;Develop;Android,Java,Other;28397;6;US$1.000,00;0;0;45;6;6;0;0;US$4.030,00;US$600,00;US$3.000,00
2900;2901;2018-01-27 15:06:37;14661;AAAAAAAAAH;AAAAAAAAAG;2018-01-21;Develop;Android,Java,Mobile;12925;1;US$1.600,00;0;0;52;1;1;0;0;US$2.776,00;US$600,00;US$2.400,00
2901;2902;2018-01-27 22:04:16;16212;AAAAAAAAAH;AAAAAAAAAP;2018-01-19;QA;Android,Java,Other,QA;28501;6;US$1.000,00;0;0;47;6;6;0;0;US$4.030,00;US$600,00;US$3.000,00
2902;2903;2018-01-26 10:10:34;15869;AAAAAAAAAH;AAAAAAAAAP;2018-01-20;Develop;JavaScript,Node.js,ReactJS;11468;1;US$1.000,00;0;0;31;1;1;0;0;US$1.960,00;US$600,00;US$1.500,00
2904;2905;2018-01-26 10:05:52;16229;AAAAAAAAAH;AAAAAAAAAN;2018-01-16;Design;0;21037;5;US$1.700,00;0;7;24;6;5;0;7;US$3.800,00;US$600,00;US$3.250,00
2905;2906;2018-01-25 02:03:03;15913;AAAAAAAAAH;AAAAAAAAAV;2018-01-19;Develop;Java,PostgreSQL,Spring;10098;2;US$1.200,00;0;0;53;2;1;0;0;US$2.352,00;US$600,00;US$1.800,00
2906;2907;2018-01-25 03:02:36;13078;AAAAAAAAAH;AAAAAAAAAG;2018-01-02;Develop;Ionic,Node.js;36451;3;US$812,50;0;0;71;3;3;0;0;US$1.770,00;US$600,00;US$942,50
2908;2909;2018-01-24 08:00:17;16438;AAAAAAAAAH;AAAAAAAAAC;2018-01-02;Design;0;61066;5;US$1.300,00;0;6;37;5;5;0;6;US$3.300,00;US$600,00;US$2.500,00
2909;2910;2018-01-24 09:08:21;15399;AAAAAAAADV;AAAAAAAAAA;2018-01-16;Develop;Java;14024;2;US$1.800,00;0;0;34;2;2;0;0;US$4.128,00;US$600,00;US$2.700,00
2910;2911;2018-01-24 09:12:48;16177;AAAAAAAAAH;AAAAAAAABJ;2018-01-09;Design;0;26764;6;US$1.700,00;0;6;39;6;6;0;6;US$4.925,00;US$1.000,00;US$4.000,00
2911;2912;2018-01-24 11:37:32;14649;AAAAAAAADL;AAAAAAAAAG;2018-01-17;Develop;CSS,HTML,HTML5,JavaScript,jQuery;17066;1;US$1.800,00;0;0;48;1;1;0;0;US$3.198,00;US$600,00;US$2.700,00
2912;2913;2018-01-23 21:04:36;15600;AAAAAAAAAH;AAAAAAAAAT;2018-01-18;Develop;API,Blockchain,JavaScript,Python,REST;8934;7;US$1.400,00;0;0;42;7;4;0;0;US$4.044,00;US$600,00;US$2.100,00
2913;2914;2018-01-23 10:01:32;15785;AAAAAAAAAH;AAAAAAAAAG;2018-01-17;Develop;Other;11809;12;US$1.000,00;0;0;51;12;6;0;0;US$2.101,00;US$600,00;US$1.500,00
2914;2915;2018-01-23 18:08:24;16048;AAAAAAAAAH;AAAAAAAAAT;2018-01-18;Develop;Other;11474;2;US$1.000,00;0;0;36;2;1;0;0;US$2.060,00;US$600,00;US$1.500,00
2915;2916;2018-01-23 13:55:39;15509;AAAAAAAAAH;AAAAAAAAAG;2018-01-16;Develop;JSON,Java,Java Application,REST,Spring;12720;2;US$1.600,00;0;0;74;2;0;0;0;US$736,00;US$0,00;US$3.000,00
2916;2917;2018-01-23 20:10:45;15979;AAAAAAAAAH;AAAAAAAAAQ;2018-01-20;Develop;Angular 2+;8828;4;US$1.000,00;0;0;43;4;3;0;0;US$2.880,00;US$600,00;US$1.500,00
